file name,n objects,object class,width,height,xmin,ymin,xmax,ymax
2008_004858,7,bicycle,500,333,428,123.0,479,151
2008_004862,10,bicycle,500,375,330,149.0,369,178
2008_004862,10,bicycle,500,375,142,174.0,280,325
2008_004862,10,car,500,375,1,93.0,113,270
2008_004862,10,car,500,375,1,138.0,206,245
2008_004862,10,car,500,375,142,143.0,248,208
2008_004862,10,car,500,375,209,142.0,279,196
2008_004862,10,car,500,375,246,131.0,340,167
2008_004862,10,car,500,375,396,127.0,435,147
2008_004862,10,person,500,375,305,120.0,336,269
2008_004862,10,person,500,375,259,120.0,330,303
2008_004866,9,person,500,375,369,118.0,408,209
2008_004866,9,person,500,375,310,133.0,364,349
2008_004866,9,person,500,375,255,131.0,306,354
2008_004866,9,person,500,375,158,132.0,236,328
2008_004866,9,bus,500,375,9,7.0,271,284
2008_004866,9,person,500,375,78,111.0,151,170
2008_004866,9,person,500,375,397,134.0,419,177
2008_004866,9,person,500,375,399,135.0,428,177
2008_004866,9,person,500,375,238,139.0,276,337
2008_004868,2,horse,500,357,2,3.0,320,355
2008_004868,2,person,500,357,307,67.0,496,356
2008_004869,1,train,500,375,1,62.0,279,342
2008_004872,2,car,500,375,1,205.0,59,306
2008_004872,2,person,500,375,331,93.0,448,375
2008_004873,1,cat,500,375,78,6.0,415,347
2008_004874,4,chair,375,500,1,238.0,133,500
2008_004874,4,diningtable,375,500,133,331.0,375,500
2008_004874,4,person,375,500,87,99.0,375,500
2008_004874,4,person,375,500,289,67.0,375,290
2008_004875,3,person,500,375,361,23.0,486,180
2008_004875,3,person,500,375,137,244.0,310,375
2008_004875,3,person,500,375,88,12.0,200,125
2008_004876,1,car,500,375,70,148.0,286,280
2008_004881,5,tvmonitor,500,375,368,50.0,500,229
2008_004881,5,person,500,375,178,9.0,334,361
2008_004881,5,person,500,375,143,160.0,216,369
2008_004881,5,sofa,500,375,1,157.0,164,347
2008_004881,5,chair,500,375,303,237.0,352,332
2008_004885,1,aeroplane,500,333,22,96.0,375,211
2008_004887,4,sofa,500,375,270,124.0,500,228
2008_004887,4,sofa,500,375,365,212.0,500,354
2008_004887,4,chair,500,375,1,289.0,117,375
2008_004887,4,sofa,500,375,249,115.0,321,177
2008_004892,12,horse,500,322,20,92.0,144,308
2008_004892,12,horse,500,322,131,102.0,228,298
2008_004892,12,horse,500,322,202,99.0,286,307
2008_004892,12,horse,500,322,289,103.0,374,292
2008_004892,12,horse,500,322,373,88.0,449,286
2008_004892,12,horse,500,322,430,117.0,500,307
2008_004892,12,person,500,322,9,66.0,106,201
2008_004892,12,person,500,322,120,74.0,202,200
2008_004892,12,person,500,322,191,71.0,279,181
2008_004892,12,person,500,322,269,86.0,334,177
2008_004892,12,person,500,322,351,65.0,423,184
2008_004892,12,person,500,322,411,68.0,500,214
2008_004893,1,bird,500,380,64,124.0,287,254
2008_004894,3,person,500,375,179,130.0,324,329
2008_004894,3,sofa,500,375,252,1.0,500,228
2008_004894,3,chair,500,375,1,1.0,127,181
2008_004896,1,chair,500,376,206,64.0,428,320
2008_004898,2,tvmonitor,500,375,61,9.0,176,100
2008_004898,2,bottle,500,375,17,94.0,53,173
2008_004899,4,car,500,375,274,294.0,385,328
2008_004899,4,car,500,375,331,293.0,395,319
2008_004899,4,person,500,375,299,315.0,313,354
2008_004899,4,aeroplane,500,375,187,185.0,269,212
2008_004900,1,dog,375,500,21,64.0,375,500
2008_004903,2,motorbike,333,500,120,167.0,264,300
2008_004903,2,person,333,500,120,112.0,269,298
2008_004904,1,boat,500,375,1,1.0,401,355
2008_004907,3,boat,500,248,423,88.0,443,140
2008_004907,3,boat,500,248,275,96.0,288,140
2008_004907,3,boat,500,248,170,105.0,185,135
2008_004908,3,tvmonitor,500,281,118,33.0,227,54
2008_004908,3,tvmonitor,500,281,75,51.0,236,191
2008_004908,3,tvmonitor,500,281,237,52.0,393,190
2008_004910,1,tvmonitor,500,375,237,158.0,350,256
2008_004911,1,horse,500,392,138,64.0,375,363
2008_004914,1,train,375,500,157,124.0,222,207
2008_004917,3,aeroplane,500,333,3,74.0,494,214
2008_004917,3,aeroplane,500,333,1,124.0,58,171
2008_004917,3,car,500,333,414,179.0,438,191
2008_004920,7,boat,500,333,241,1.0,437,314
2008_004920,7,boat,500,333,113,41.0,215,264
2008_004920,7,boat,500,333,1,13.0,95,293
2008_004920,7,person,500,333,298,202.0,337,240
2008_004920,7,person,500,333,169,219.0,185,246
2008_004920,7,person,500,333,145,237.0,154,253
2008_004920,7,person,500,333,154,238.0,162,253
2008_004921,10,boat,500,333,1,1.0,144,314
2008_004921,10,boat,500,333,142,230.0,259,318
2008_004921,10,boat,500,333,244,1.0,500,331
2008_004921,10,boat,500,333,240,156.0,258,253
2008_004921,10,boat,500,333,172,191.0,183,233
2008_004921,10,boat,500,333,185,205.0,194,233
2008_004921,10,boat,500,333,370,213.0,395,252
2008_004921,10,person,500,333,215,235.0,237,283
2008_004921,10,person,500,333,175,235.0,194,283
2008_004921,10,person,500,333,1,252.0,22,281
2008_004923,1,car,500,334,5,90.0,48,117
2008_004926,6,bottle,500,375,172,233.0,290,375
2008_004926,6,bottle,500,375,316,191.0,354,306
2008_004926,6,bottle,500,375,17,115.0,43,172
2008_004926,6,person,500,375,222,86.0,491,375
2008_004926,6,person,500,375,31,84.0,235,338
2008_004926,6,person,500,375,1,51.0,114,289
2008_004930,2,tvmonitor,500,375,24,4.0,476,373
2008_004930,2,person,500,375,186,108.0,371,273
2008_004931,1,dog,500,375,170,131.0,327,331
2008_004933,1,cat,500,375,1,1.0,464,375
2008_004934,10,bottle,500,375,138,16.0,249,296
2008_004934,10,bottle,500,375,317,228.0,381,290
2008_004934,10,bottle,500,375,312,290.0,372,345
2008_004934,10,bottle,500,375,308,351.0,366,375
2008_004934,10,bottle,500,375,243,341.0,300,375
2008_004934,10,bottle,500,375,253,279.0,309,336
2008_004934,10,bottle,500,375,198,264.0,247,323
2008_004934,10,bottle,500,375,140,271.0,191,314
2008_004934,10,bottle,500,375,122,317.0,180,374
2008_004934,10,bottle,500,375,184,328.0,237,375
2008_004935,3,aeroplane,500,333,427,163.0,470,187
2008_004935,3,aeroplane,500,333,224,126.0,267,149
2008_004935,3,aeroplane,500,333,90,130.0,133,151
2008_004937,6,diningtable,500,375,1,265.0,500,375
2008_004937,6,person,500,375,356,126.0,500,279
2008_004937,6,person,500,375,189,114.0,316,258
2008_004937,6,person,500,375,1,100.0,107,325
2008_004937,6,bottle,500,375,256,179.0,293,301
2008_004937,6,bottle,500,375,205,181.0,248,300
2008_004938,2,sofa,374,500,1,133.0,364,436
2008_004938,2,person,374,500,53,67.0,352,500
2008_004940,4,motorbike,500,333,42,71.0,500,333
2008_004940,4,motorbike,500,333,1,57.0,331,333
2008_004940,4,person,500,333,290,1.0,500,333
2008_004940,4,person,500,333,186,1.0,361,270
2008_004942,2,bird,500,375,208,142.0,474,312
2008_004942,2,bird,500,375,35,71.0,258,240
2008_004945,3,car,500,375,220,256.0,410,348
2008_004945,3,car,500,375,21,288.0,134,375
2008_004945,3,car,500,375,9,269.0,42,287
2008_004946,2,train,500,354,70,100.0,389,321
2008_004946,2,train,500,354,385,182.0,427,238
2008_004948,11,bottle,500,375,266,225.0,287,293
2008_004948,11,bottle,500,375,151,233.0,182,321
2008_004948,11,bottle,500,375,14,304.0,46,375
2008_004948,11,bottle,500,375,106,339.0,129,375
2008_004948,11,bottle,500,375,157,200.0,178,257
2008_004948,11,person,500,375,92,116.0,218,254
2008_004948,11,person,500,375,249,121.0,350,258
2008_004948,11,diningtable,500,375,1,223.0,366,375
2008_004948,11,person,500,375,286,152.0,491,375
2008_004948,11,chair,500,375,439,200.0,496,287
2008_004948,11,person,500,375,286,286.0,500,375
2008_004950,2,dog,266,400,150,249.0,201,361
2008_004950,2,person,266,400,105,241.0,202,400
2008_004955,2,car,500,343,65,142.0,434,259
2008_004955,2,car,500,343,456,159.0,500,226
2008_004961,3,person,362,241,1,3.0,193,241
2008_004961,3,tvmonitor,362,241,278,1.0,362,101
2008_004961,3,person,362,241,126,60.0,238,241
2008_004964,2,sofa,375,500,157,273.0,375,500
2008_004964,2,chair,375,500,36,237.0,136,406
2008_004966,2,cat,500,298,299,59.0,430,253
2008_004966,2,person,500,298,1,1.0,157,292
2008_004967,1,cat,500,375,185,16.0,500,375
2008_004968,5,bus,375,500,99,258.0,131,284
2008_004968,5,bus,375,500,128,261.0,145,280
2008_004968,5,person,375,500,2,255.0,43,368
2008_004968,5,person,375,500,48,258.0,63,313
2008_004968,5,person,375,500,74,266.0,88,302
2008_004969,1,boat,333,500,109,39.0,288,486
2008_004970,1,motorbike,500,500,1,1.0,500,500
2008_004973,1,bird,500,357,20,80.0,320,282
2008_004974,1,car,500,375,168,133.0,337,247
2008_004975,1,dog,500,333,209,1.0,500,333
2008_004976,13,bus,500,333,73,39.0,341,301
2008_004976,13,bus,500,333,7,91.0,82,216
2008_004976,13,car,500,333,15,162.0,55,223
2008_004976,13,car,500,333,38,162.0,74,225
2008_004976,13,car,500,333,435,163.0,473,183
2008_004976,13,car,500,333,410,162.0,441,178
2008_004976,13,car,500,333,383,161.0,413,173
2008_004976,13,car,500,333,372,160.0,391,172
2008_004976,13,person,500,333,362,154.0,376,175
2008_004976,13,person,500,333,453,157.0,465,184
2008_004976,13,person,500,333,241,87.0,277,164
2008_004976,13,person,500,333,176,81.0,233,165
2008_004976,13,person,500,333,162,88.0,187,162
2008_004977,1,pottedplant,500,375,1,1.0,500,347
2008_004979,3,bottle,500,375,176,55.0,222,228
2008_004979,3,diningtable,500,375,1,131.0,495,375
2008_004979,3,person,500,375,209,1.0,422,156
2008_004981,2,aeroplane,375,500,1,20.0,375,363
2008_004981,2,aeroplane,375,500,1,1.0,330,143
2008_004982,3,bottle,375,500,241,1.0,336,318
2008_004982,3,diningtable,375,500,1,209.0,375,500
2008_004982,3,chair,375,500,165,102.0,224,188
2008_004983,2,boat,500,375,49,230.0,292,318
2008_004983,2,person,500,375,172,244.0,203,300
2008_004984,4,person,500,375,69,1.0,323,260
2008_004984,4,person,500,375,63,13.0,239,262
2008_004984,4,person,500,375,1,173.0,93,268
2008_004984,4,chair,500,375,305,11.0,401,154
2008_004985,2,chair,375,500,174,197.0,225,277
2008_004985,2,chair,375,500,194,226.0,249,310
2008_004986,3,dog,500,375,60,64.0,390,309
2008_004986,3,person,500,375,1,1.0,337,199
2008_004986,3,chair,500,375,1,68.0,132,375
2008_004990,1,cat,500,375,1,3.0,468,372
2008_004991,4,bottle,480,359,365,266.0,389,325
2008_004991,4,bottle,480,359,202,207.0,219,248
2008_004991,4,person,480,359,229,79.0,392,297
2008_004991,4,person,480,359,24,132.0,233,259
2008_004995,1,bicycle,500,333,27,144.0,216,330
2008_004998,1,dog,375,500,131,192.0,291,300
2008_005000,2,motorbike,500,333,61,150.0,170,279
2008_005000,2,person,500,333,58,56.0,295,261
2008_005001,9,pottedplant,500,404,53,241.0,100,293
2008_005001,9,pottedplant,500,404,80,143.0,115,176
2008_005001,9,pottedplant,500,404,437,208.0,459,234
2008_005001,9,pottedplant,500,404,441,150.0,473,170
2008_005001,9,pottedplant,500,404,330,146.0,358,185
2008_005001,9,pottedplant,500,404,250,163.0,292,207
2008_005001,9,person,500,404,295,144.0,328,202
2008_005001,9,pottedplant,500,404,158,164.0,191,183
2008_005001,9,pottedplant,500,404,208,161.0,235,186
2008_005003,1,cat,500,375,1,1.0,457,375
2008_005006,1,tvmonitor,497,500,114,153.0,323,328
2008_005008,3,tvmonitor,500,375,219,106.0,389,250
2008_005008,3,tvmonitor,500,375,1,96.0,29,232
2008_005008,3,pottedplant,500,375,107,1.0,246,95
2008_005010,8,cow,500,375,1,142.0,37,217
2008_005010,8,cow,500,375,1,131.0,38,142
2008_005010,8,cow,500,375,378,75.0,500,104
2008_005010,8,cow,500,375,366,82.0,499,189
2008_005010,8,cow,500,375,376,113.0,451,192
2008_005010,8,cow,500,375,336,77.0,371,101
2008_005010,8,cow,500,375,86,191.0,331,364
2008_005010,8,cow,500,375,36,61.0,354,375
2008_005013,1,cat,500,333,108,73.0,377,266
2008_005015,1,dog,367,500,32,74.0,330,422
2008_005016,2,dog,368,500,118,72.0,353,500
2008_005016,2,person,368,500,10,40.0,283,500
2008_005023,3,bottle,375,500,244,191.0,278,290
2008_005023,3,bottle,375,500,218,223.0,246,289
2008_005023,3,bottle,375,500,1,461.0,24,500
2008_005032,4,car,500,375,1,96.0,157,350
2008_005032,4,car,500,375,67,131.0,221,276
2008_005032,4,person,500,375,228,79.0,412,342
2008_005032,4,motorbike,500,375,290,178.0,386,375
2008_005033,5,motorbike,500,416,16,5.0,322,416
2008_005033,5,motorbike,500,416,1,1.0,386,225
2008_005033,5,person,500,416,254,104.0,494,416
2008_005033,5,person,500,416,447,1.0,500,166
2008_005033,5,person,500,416,377,1.0,425,60
2008_005035,3,sofa,375,500,44,140.0,375,435
2008_005035,3,person,375,500,52,105.0,243,500
2008_005035,3,person,375,500,127,1.0,251,224
2008_005036,1,aeroplane,500,333,67,83.0,388,199
2008_005037,2,tvmonitor,500,375,347,29.0,429,132
2008_005037,2,chair,500,375,181,69.0,331,292
2008_005040,5,pottedplant,486,500,414,213.0,486,477
2008_005040,5,pottedplant,486,500,40,229.0,270,500
2008_005040,5,person,486,500,367,311.0,391,367
2008_005040,5,person,486,500,428,295.0,455,350
2008_005040,5,person,486,500,460,323.0,473,346
2008_005042,2,pottedplant,500,375,153,15.0,500,369
2008_005042,2,pottedplant,500,375,5,165.0,203,313
2008_005043,3,boat,448,336,10,120.0,66,149
2008_005043,3,person,448,336,79,81.0,219,336
2008_005043,3,person,448,336,218,32.0,361,336
2008_005045,4,car,333,500,7,162.0,333,431
2008_005045,4,car,333,500,1,161.0,58,218
2008_005045,4,person,333,500,28,114.0,171,442
2008_005045,4,person,333,500,135,204.0,239,410
2008_005046,2,person,500,375,2,106.0,500,315
2008_005046,2,dog,500,375,175,207.0,458,328
2008_005049,1,motorbike,500,375,101,146.0,337,331
2008_005051,2,dog,500,375,32,1.0,482,366
2008_005051,2,person,500,375,377,1.0,500,145
2008_005054,6,car,500,375,324,108.0,442,196
2008_005054,6,car,500,375,127,114.0,216,203
2008_005054,6,car,500,375,35,128.0,111,221
2008_005054,6,car,500,375,1,124.0,23,242
2008_005054,6,car,500,375,232,105.0,342,203
2008_005054,6,car,500,375,389,82.0,500,184
2008_005055,7,person,375,500,110,161.0,164,261
2008_005055,7,person,375,500,185,125.0,220,203
2008_005055,7,person,375,500,99,132.0,119,161
2008_005055,7,person,375,500,44,128.0,56,149
2008_005055,7,bicycle,375,500,108,212.0,159,289
2008_005055,7,bicycle,375,500,186,160.0,220,209
2008_005055,7,bicycle,375,500,102,147.0,119,169
2008_005057,1,aeroplane,500,333,76,140.0,432,233
2008_005061,1,cat,500,455,68,43.0,403,454
2008_005063,4,boat,500,375,257,28.0,315,46
2008_005063,4,boat,500,375,1,187.0,500,375
2008_005063,4,person,500,375,80,133.0,240,375
2008_005063,4,person,500,375,228,147.0,410,349
2008_005064,2,cat,500,400,158,93.0,290,258
2008_005064,2,tvmonitor,500,400,74,257.0,386,400
2008_005065,2,dog,500,283,64,107.0,102,162
2008_005065,2,dog,500,283,66,171.0,195,228
2008_005066,3,tvmonitor,500,371,1,51.0,65,207
2008_005066,3,chair,500,371,177,99.0,500,371
2008_005066,3,person,500,371,135,71.0,411,371
2008_005068,1,chair,334,500,136,293.0,259,477
2008_005070,5,pottedplant,500,375,120,1.0,364,215
2008_005070,5,diningtable,500,375,19,135.0,467,375
2008_005070,5,chair,500,375,385,66.0,500,250
2008_005070,5,chair,500,375,1,109.0,56,276
2008_005070,5,chair,500,375,1,273.0,122,375
2008_005071,3,boat,500,375,21,14.0,442,324
2008_005071,3,boat,500,375,341,170.0,500,228
2008_005071,3,boat,500,375,462,242.0,500,282
2008_005072,2,person,500,400,1,1.0,494,400
2008_005072,2,cat,500,400,1,177.0,271,378
2008_005074,4,bus,500,274,25,138.0,120,220
2008_005074,4,bus,500,274,109,151.0,141,211
2008_005074,4,bus,500,274,134,163.0,157,209
2008_005074,4,car,500,274,201,149.0,359,237
2008_005078,5,aeroplane,500,334,1,32.0,492,286
2008_005078,5,car,500,334,21,191.0,61,222
2008_005078,5,person,500,334,459,211.0,473,243
2008_005078,5,person,500,334,9,188.0,30,231
2008_005078,5,person,500,334,144,196.0,151,224
2008_005080,2,bird,343,500,168,285.0,264,383
2008_005080,2,bird,343,500,36,60.0,255,500
2008_005081,9,chair,400,300,218,116.0,335,287
2008_005081,9,chair,400,300,315,109.0,400,263
2008_005081,9,chair,400,300,89,96.0,196,269
2008_005081,9,chair,400,300,82,81.0,176,202
2008_005081,9,chair,400,300,142,65.0,195,95
2008_005081,9,chair,400,300,198,61.0,247,90
2008_005081,9,chair,400,300,310,68.0,358,106
2008_005081,9,chair,400,300,355,78.0,400,113
2008_005081,9,diningtable,400,300,112,82.0,400,283
2008_005082,1,dog,500,375,194,57.0,500,375
2008_005084,1,dog,500,357,46,80.0,434,353
2008_005085,1,train,500,338,1,36.0,500,314
2008_005088,1,cat,500,375,46,86.0,348,297
2008_005089,9,tvmonitor,500,374,155,149.0,299,276
2008_005089,9,person,500,374,332,139.0,412,279
2008_005089,9,person,500,374,375,216.0,500,292
2008_005089,9,person,500,374,116,262.0,236,374
2008_005089,9,person,500,374,109,313.0,207,374
2008_005089,9,bottle,500,374,325,303.0,360,374
2008_005089,9,bottle,500,374,375,270.0,409,346
2008_005089,9,bottle,500,374,225,272.0,249,321
2008_005089,9,person,500,374,1,276.0,59,374
2008_005090,5,tvmonitor,375,500,277,236.0,371,322
2008_005090,5,bottle,375,500,216,485.0,279,500
2008_005090,5,person,375,500,97,224.0,253,444
2008_005090,5,person,375,500,1,276.0,176,418
2008_005090,5,sofa,375,500,1,201.0,255,454
2008_005092,1,bird,500,333,120,26.0,435,327
2008_005094,3,tvmonitor,500,375,7,168.0,94,235
2008_005094,3,person,500,375,154,184.0,316,371
2008_005094,3,bottle,500,375,110,237.0,127,298
2008_005096,1,bird,500,333,125,107.0,279,203
2008_005097,4,cow,500,333,286,64.0,500,333
2008_005097,4,cow,500,333,139,59.0,380,333
2008_005097,4,cow,500,333,1,62.0,221,333
2008_005097,4,cow,500,333,50,17.0,334,95
2008_005098,2,person,252,400,32,36.0,252,400
2008_005098,2,pottedplant,252,400,1,96.0,61,183
2008_005101,3,dog,400,500,117,145.0,276,400
2008_005101,3,person,400,500,1,1.0,286,500
2008_005101,3,car,400,500,114,1.0,400,500
2008_005105,1,cow,500,375,66,67.0,376,374
2008_005107,2,person,375,500,96,161.0,375,500
2008_005107,2,chair,375,500,1,75.0,375,500
2008_005108,1,boat,500,156,5,82.0,311,109
2008_005109,1,cat,333,500,84,73.0,333,361
2008_005110,2,car,500,375,154,141.0,398,295
2008_005110,2,person,500,375,101,144.0,157,267
2008_005111,8,dog,374,500,230,369.0,336,464
2008_005111,8,chair,374,500,302,161.0,374,284
2008_005111,8,chair,374,500,202,147.0,300,262
2008_005111,8,chair,374,500,203,112.0,268,189
2008_005111,8,pottedplant,374,500,76,124.0,107,197
2008_005111,8,pottedplant,374,500,93,72.0,125,229
2008_005111,8,person,374,500,106,13.0,208,367
2008_005111,8,chair,374,500,1,109.0,34,207
2008_005114,1,aeroplane,500,375,6,143.0,498,319
2008_005115,1,bird,327,500,20,32.0,309,489
2008_005117,1,boat,500,375,151,46.0,176,84
2008_005123,1,dog,500,375,113,75.0,500,349
2008_005127,1,car,500,375,392,260.0,500,375
2008_005132,10,boat,500,331,90,208.0,131,238
2008_005132,10,boat,500,331,121,213.0,153,228
2008_005132,10,boat,500,331,209,203.0,257,227
2008_005132,10,boat,500,331,287,213.0,335,233
2008_005132,10,boat,500,331,327,202.0,370,226
2008_005132,10,boat,500,331,443,206.0,491,226
2008_005132,10,bird,500,331,172,266.0,180,273
2008_005132,10,bird,500,331,203,275.0,213,283
2008_005132,10,bird,500,331,228,263.0,239,273
2008_005132,10,bird,500,331,180,273.0,186,281
2008_005133,1,person,500,375,53,97.0,222,375
2008_005134,1,cat,500,333,1,32.0,469,333
2008_005136,1,chair,500,429,194,253.0,306,429
2008_005137,1,dog,500,375,158,109.0,296,244
2008_005139,30,car,500,375,261,84.0,341,162
2008_005139,30,car,500,375,113,108.0,214,188
2008_005139,30,car,500,375,257,62.0,340,120
2008_005139,30,car,500,375,143,66.0,236,153
2008_005139,30,car,500,375,256,39.0,332,84
2008_005139,30,car,500,375,270,8.0,327,60
2008_005139,30,car,500,375,286,1.0,341,49
2008_005139,30,car,500,375,23,78.0,123,155
2008_005139,30,car,500,375,348,274.0,500,375
2008_005139,30,car,500,375,373,173.0,500,279
2008_005139,30,car,500,375,434,132.0,500,177
2008_005139,30,car,500,375,412,109.0,500,177
2008_005139,30,car,500,375,400,71.0,486,151
2008_005139,30,car,500,375,394,54.0,470,116
2008_005139,30,car,500,375,377,1.0,446,76
2008_005139,30,car,500,375,476,18.0,500,79
2008_005139,30,car,500,375,453,1.0,500,46
2008_005139,30,car,500,375,1,116.0,43,183
2008_005139,30,bus,500,375,133,1.0,277,86
2008_005139,30,motorbike,500,375,49,272.0,101,366
2008_005139,30,motorbike,500,375,235,176.0,288,255
2008_005139,30,motorbike,500,375,120,82.0,151,125
2008_005139,30,motorbike,500,375,94,65.0,123,94
2008_005139,30,person,500,375,56,234.0,115,339
2008_005139,30,person,500,375,236,152.0,285,239
2008_005139,30,motorbike,500,375,123,174.0,182,242
2008_005139,30,person,500,375,127,145.0,174,233
2008_005139,30,person,500,375,95,53.0,123,78
2008_005139,30,person,500,375,120,58.0,149,93
2008_005139,30,person,500,375,1,1.0,15,36
2008_005140,1,bottle,333,500,202,60.0,306,430
2008_005145,1,diningtable,500,281,1,6.0,500,281
2008_005146,7,pottedplant,500,375,198,121.0,328,279
2008_005146,7,person,500,375,159,5.0,327,375
2008_005146,7,person,500,375,48,13.0,182,335
2008_005146,7,chair,500,375,323,148.0,378,219
2008_005146,7,chair,500,375,371,145.0,427,215
2008_005146,7,bottle,500,375,74,161.0,93,195
2008_005146,7,person,500,375,421,116.0,470,234
2008_005147,2,bicycle,500,375,119,75.0,463,281
2008_005147,2,bicycle,500,375,397,47.0,463,75
2008_005150,9,diningtable,500,375,132,193.0,421,375
2008_005150,9,chair,500,375,89,278.0,207,375
2008_005150,9,chair,500,375,92,239.0,183,346
2008_005150,9,person,500,375,86,114.0,149,324
2008_005150,9,person,500,375,126,104.0,183,290
2008_005150,9,person,500,375,287,117.0,385,237
2008_005150,9,person,500,375,378,149.0,490,375
2008_005150,9,person,500,375,450,145.0,500,253
2008_005150,9,person,500,375,197,117.0,258,194
2008_005151,2,person,333,500,16,19.0,333,500
2008_005151,2,person,333,500,27,1.0,199,319
2008_005156,6,boat,500,333,1,186.0,500,224
2008_005156,6,person,500,333,60,166.0,107,207
2008_005156,6,person,500,333,158,129.0,225,205
2008_005156,6,person,500,333,262,153.0,308,205
2008_005156,6,person,500,333,346,154.0,394,203
2008_005156,6,person,500,333,419,152.0,480,204
2008_005158,1,car,500,333,389,244.0,457,259
2008_005159,8,car,500,400,205,205.0,295,286
2008_005159,8,car,500,400,67,211.0,165,279
2008_005159,8,car,500,400,363,216.0,500,273
2008_005159,8,car,500,400,275,204.0,397,266
2008_005159,8,car,500,400,103,206.0,220,251
2008_005159,8,car,500,400,1,209.0,68,274
2008_005159,8,car,500,400,464,245.0,500,289
2008_005159,8,car,500,400,462,215.0,500,235
2008_005160,1,dog,500,375,160,19.0,278,348
2008_005166,3,horse,500,294,242,69.0,480,259
2008_005166,3,horse,500,294,23,62.0,229,263
2008_005166,3,car,500,294,454,88.0,488,101
2008_005167,2,dog,500,375,203,178.0,310,271
2008_005167,2,chair,500,375,1,1.0,92,241
2008_005168,4,bus,500,375,453,152.0,500,200
2008_005168,4,horse,500,375,13,174.0,215,342
2008_005168,4,person,500,375,249,132.0,291,188
2008_005168,4,person,500,375,291,109.0,429,375
2008_005171,4,car,500,332,142,132.0,500,314
2008_005171,4,person,500,332,216,141.0,285,268
2008_005171,4,car,500,332,350,125.0,405,146
2008_005171,4,car,500,332,81,105.0,122,126
2008_005172,2,motorbike,500,307,20,111.0,175,237
2008_005172,2,person,500,307,37,72.0,205,231
2008_005174,2,dog,500,375,250,39.0,356,211
2008_005174,2,person,500,375,371,1.0,500,226
2008_005175,1,bicycle,500,379,279,301.0,351,348
2008_005178,4,dog,500,375,346,122.0,464,325
2008_005178,4,dog,500,375,276,172.0,369,323
2008_005178,4,dog,500,375,188,223.0,295,346
2008_005178,4,person,500,375,61,87.0,292,369
2008_005181,2,cat,500,375,115,24.0,185,134
2008_005181,2,dog,500,375,180,248.0,411,375
2008_005182,4,bird,500,375,259,22.0,475,193
2008_005182,4,bottle,500,375,111,1.0,211,257
2008_005182,4,person,500,375,100,116.0,116,170
2008_005182,4,person,500,375,84,121.0,100,172
2008_005183,1,tvmonitor,500,375,270,183.0,384,294
2008_005185,1,train,375,500,66,181.0,375,500
2008_005186,1,bird,500,375,152,113.0,279,315
2008_005190,3,bicycle,500,332,196,161.0,376,280
2008_005190,3,person,500,332,241,83.0,346,263
2008_005190,3,bicycle,500,332,461,201.0,500,303
2008_005191,2,tvmonitor,500,375,203,186.0,275,232
2008_005191,2,chair,500,375,263,177.0,387,375
2008_005193,1,cat,500,333,42,1.0,413,295
2008_005194,1,dog,500,375,1,73.0,460,375
2008_005196,1,bus,500,375,1,87.0,496,231
2008_005197,10,dog,500,383,1,160.0,101,304
2008_005197,10,dog,500,383,108,151.0,265,306
2008_005197,10,person,500,383,290,132.0,397,264
2008_005197,10,person,500,383,323,42.0,420,278
2008_005197,10,person,500,383,421,83.0,494,271
2008_005197,10,person,500,383,37,140.0,97,268
2008_005197,10,person,500,383,234,168.0,271,230
2008_005197,10,person,500,383,123,132.0,151,164
2008_005197,10,person,500,383,192,135.0,217,172
2008_005197,10,person,500,383,206,138.0,221,173
2008_005201,10,bicycle,500,369,1,128.0,162,281
2008_005201,10,bicycle,500,369,116,95.0,371,319
2008_005201,10,bicycle,500,369,252,108.0,472,359
2008_005201,10,person,500,369,182,23.0,325,292
2008_005201,10,car,500,369,363,4.0,415,24
2008_005201,10,car,500,369,451,3.0,486,22
2008_005201,10,bottle,500,369,408,202.0,452,236
2008_005201,10,bottle,500,369,350,165.0,365,186
2008_005201,10,bottle,500,369,203,123.0,232,157
2008_005201,10,bottle,500,369,1,163.0,28,199
2008_005204,19,bottle,500,305,9,12.0,28,205
2008_005204,19,bottle,500,305,91,11.0,104,112
2008_005204,19,bottle,500,305,165,13.0,181,95
2008_005204,19,bottle,500,305,329,17.0,334,70
2008_005204,19,bottle,500,305,386,19.0,395,85
2008_005204,19,bottle,500,305,426,19.0,442,116
2008_005204,19,bottle,500,305,15,9.0,41,221
2008_005204,19,bottle,500,305,96,10.0,127,154
2008_005204,19,bottle,500,305,173,11.0,207,144
2008_005204,19,bottle,500,305,245,13.0,280,133
2008_005204,19,bottle,500,305,317,15.0,332,103
2008_005204,19,bottle,500,305,368,17.0,390,119
2008_005204,19,bottle,500,305,27,7.0,109,278
2008_005204,19,bottle,500,305,108,8.0,188,270
2008_005204,19,bottle,500,305,187,10.0,264,265
2008_005204,19,bottle,500,305,262,12.0,332,254
2008_005204,19,bottle,500,305,323,14.0,384,244
2008_005204,19,bottle,500,305,378,15.0,442,237
2008_005204,19,bottle,500,305,435,18.0,493,229
2008_005205,3,chair,500,380,433,198.0,500,380
2008_005205,3,chair,500,380,74,240.0,263,380
2008_005205,3,chair,500,380,1,183.0,96,348
2008_005208,1,bird,500,170,35,63.0,419,97
2008_005209,2,bird,500,375,111,24.0,287,155
